ID,Fixed_Acidity,Volatile_Acidity,Citric_Acid,Residual_Sugar,Chlorides,Free_SO2,Total_SO2,Density,pH,Sulphates,Alcohol,Quality
4472,6.2,0.2,0.28,Low,0.039,24.0,78.0,<0.99,Acidic,0.47,12%,6
4473,7.0,0.29,0.28,Low,0.039,12.0,83.0,0.99-1.00,Acidic,0.65,11%,5
4474,7.1,0.36,0.2,Low,0.271,24.0,140.0,0.99-1.00,Acidic,0.63,9%,5
4475,5.7,0.25,0.22,Moderate,0.049,50.0,125.0,0.99-1.00,Acidic,0.45,10%,6
4476,5.7,0.22,0.33,Low,0.036,37.0,110.0,<0.99,Acidic,0.58,12%,6
4477,6.0,0.2,0.38,Low,0.034,37.0,104.0,<0.99,Acidic,0.52,12%,6
4478,6.4,0.32,0.25,Moderate,0.05,53.0,180.0,0.99-1.00,Acidic,0.5,9%,5
4479,6.4,0.32,0.26,Moderate,0.05,53.0,180.0,,Acidic,0.5,9%,5
4480,,0.555,0.26,Low,0.053,17.0,126.0,0.99-1.00,Acidic,0.46,9%,5
4481,,0.22,0.45,High,0.12,55.0,122.0,0.99-1.00,Acidic,0.35,12%,5
4482,,0.32,0.26,Moderate,0.05,53.0,180.0,0.99-1.00,Acidic,0.5,9%,5
4483,6.2,0.3,0.33,Low,0.037,37.0,155.0,<0.99,Acidic,0.37,12%,6
4484,5.8,0.28,0.18,Low,0.058,7.0,6.0,0.99-1.00,Acidic,0.58,9%,4
4485,5.8,0.555,0.26,Low,0.053,17.0,15.0,0.99-1.00,Acidic,0.46,9%,5
4486,6.7,0.31,0.33,Low,0.033,12.0,74.0,0.99-1.00,Acidic,0.65,12%,6
4487,6.4,0.15,0.25,Moderate,0.05,13.0,68.0,0.99-1.00,Acidic,0.4,9%,6
4488,6.4,0.13,0.28,Low,0.045,32.0,87.0,,Acidic,0.52,11%,6
4489,6.7,0.48,0.49,Low,0.03,28.0,122.0,<0.99,Acidic,0.4,13%,6
4490,6.7,0.48,0.48,Low,0.03,28.0,122.0,,Acidic,0.4,13%,6
4491,5.8,0.3,0.33,Low,0.033,25.0,116.0,0.99-1.00,Acidic,0.44,11%,6
4492,6.1,0.28,0.23,Low,0.038,13.0,95.0,<0.99,Highly Acidic,0.7,13%,6
4493,6.0,0.19,0.37,Moderate,0.032,17.0,50.0,0.99-1.00,Acidic,0.66,12%,6
4494,6.8,0.31,0.25,Moderate,0.043,30.0,165.0,0.99-1.00,Acidic,0.55,10%,6
4495,7.5,0.24,0.29,Low,0.046,34.0,84.0,0.99-1.00,Acidic,0.39,11%,6
4496,6.8,0.23,0.39,High,0.053,71.0,194.0,0.99-1.00,Acidic,0.64,10%,6
4497,7.5,0.24,0.29,Low,0.046,34.0,84.0,0.99-1.00,Acidic,0.39,11%,6
4498,6.3,0.29,0.3,Moderate,0.212,60.0,150.0,0.99-1.00,Acidic,0.4,9%,5
4499,6.8,0.2,0.25,Low,0.052,22.0,106.0,0.99-1.00,Acidic,0.54,10%,5
4500,5.2,0.39,0.26,Moderate,0.053,20.0,103.0,,Acidic,0.45,12%,6
4501,7.8,0.27,0.33,Low,0.053,36.0,175.0,0.99-1.00,Acidic,0.55,11%,6
4502,6.6,0.54,0.21,High,0.055,41.0,182.0,0.99-1.00,Acidic,0.54,10%,6
4503,7.1,0.25,0.31,Low,0.05,32.0,156.0,0.99-1.00,Acidic,0.51,11%,6
4504,5.8,0.61,0.01,Moderate,0.041,31.0,104.0,0.99-1.00,Acidic,0.72,14%,7
4505,6.5,0.32,0.23,Moderate,0.051,20.0,138.0,0.99-1.00,Acidic,0.42,10%,5
4506,6.4,0.28,0.23,Low,0.051,50.0,162.0,0.99-1.00,Acidic,0.52,10%,5
4507,6.6,0.19,0.28,Low,0.044,38.0,100.0,0.99-1.00,Acidic,0.69,11%,6
4508,5.1,0.305,0.13,Low,0.036,17.0,73.0,0.99-1.00,Acidic,0.51,12%,5
4509,5.8,0.26,0.3,Low,0.034,75.0,129.0,0.99-1.00,Acidic,0.38,11%,4
4510,6.7,0.23,0.17,Low,0.061,14.0,100.0,0.99-1.00,Acidic,0.54,9%,5
4511,6.8,0.33,0.3,Low,0.047,35.0,147.0,<0.99,Acidic,0.56,13%,6
4512,6.1,0.27,0.32,Low,0.034,24.0,110.0,<0.99,Acidic,0.4,12%,6
4513,6.1,0.27,0.32,Low,0.034,24.0,110.0,<0.99,Acidic,0.4,12%,6
4514,6.8,0.4,0.29,Low,0.044,27.0,97.0,0.99-1.00,Acidic,0.42,11%,6
4515,6.1,0.4,0.18,Moderate,0.051,28.5,259.0,0.99-1.00,Acidic,0.5,8%,5
4516,,0.28,0.26,Low,0.039,50.0,118.0,0.99-1.00,Acidic,0.59,11%,6
4517,6.2,0.32,0.32,Low,0.036,15.0,70.0,<0.99,Acidic,0.48,12%,6
4518,6.8,0.17,0.17,Low,0.049,26.0,82.0,0.99-1.00,Acidic,0.38,9%,6
4519,,0.2,0.33,Low,0.049,10.0,40.0,0.99-1.00,Acidic,0.36,9%,6
4520,5.8,0.13,0.22,Moderate,0.058,24.0,183.0,0.99-1.00,Acidic,0.42,11%,6
4521,5.8,0.31,0.31,Moderate,0.052,55.0,230.0,0.99-1.00,Acidic,0.46,9%,5
4522,6.3,0.36,0.2,Low,0.048,48.0,191.0,0.99-1.00,Acidic,0.51,9%,5
4523,,0.2,0.33,Low,0.049,10.0,40.0,0.99-1.00,Acidic,0.36,9%,6
4524,6.7,0.18,0.25,High,0.048,79.0,149.0,0.99-1.00,Acidic,0.37,9%,5
4525,6.6,0.16,0.25,Moderate,0.049,59.5,137.0,0.99-1.00,Acidic,0.38,10%,6
4526,5.8,0.13,0.22,Moderate,0.058,24.0,183.0,0.99-1.00,Acidic,0.42,11%,6
4527,5.8,0.27,0.22,Moderate,0.058,42.0,206.0,0.99-1.00,Acidic,0.38,12%,6
4528,6.8,0.17,0.17,Low,0.049,26.0,82.0,0.99-1.00,Acidic,0.38,9%,6
4529,,0.37,0.19,Low,0.068,18.0,101.0,0.99-1.00,Acidic,0.38,9%,6
4530,7.3,0.26,0.53,Moderate,0.047,60.5,164.5,0.99-1.00,Acidic,0.44,9%,6
4531,7.3,0.28,0.54,Moderate,0.049,62.0,162.5,0.99-1.00,Acidic,0.45,9%,6
4532,7.3,0.28,0.54,Moderate,0.049,62.0,162.5,0.99-1.00,Acidic,0.45,9%,6
4533,5.8,0.12,0.21,Low,0.056,35.0,121.0,0.99-1.00,Acidic,0.33,11%,6
4534,6.1,0.25,0.18,Moderate,0.049,41.0,124.0,0.99-1.00,Acidic,0.35,10%,5
4535,6.4,0.24,0.27,Low,0.04,35.0,105.0,<0.99,Acidic,0.3,12%,6
4536,7.3,0.26,0.53,Moderate,0.047,60.5,156.0,0.99-1.00,Acidic,0.45,9%,6
4537,7.3,0.28,0.54,Moderate,0.049,62.0,152.0,0.99-1.00,Acidic,0.45,9%,6
4538,8.3,0.18,0.37,Low,0.049,6.0,94.0,0.99-1.00,Acidic,0.52,10%,5
4539,7.1,0.09,0.3,Low,0.032,24.0,134.0,0.99-1.00,Highly Acidic,0.39,10%,6
4540,8.3,0.14,0.36,Moderate,0.026,13.0,60.0,0.99-1.00,Acidic,0.35,11%,5
4541,5.8,0.28,0.3,Low,0.026,36.0,105.0,<0.99,Acidic,0.58,12%,6
4542,6.0,0.23,0.34,Low,0.025,23.0,111.0,<0.99,Acidic,0.37,12%,6
4543,6.9,0.28,0.37,Moderate,0.037,16.0,76.0,0.99-1.00,Acidic,0.54,11%,5
4544,6.9,0.28,0.37,Moderate,0.037,16.0,76.0,0.99-1.00,Acidic,0.54,11%,5
4545,5.8,0.28,0.3,Low,0.026,36.0,105.0,<0.99,Acidic,0.58,12%,6
4546,6.3,0.25,0.53,Low,0.021,41.0,101.0,<0.99,Acidic,0.31,13%,6
4547,6.5,0.2,0.31,Low,0.033,32.0,95.0,<0.99,Highly Acidic,0.61,12%,6
4548,5.9,0.29,0.32,Low,0.022,17.0,47.0,<0.99,Acidic,0.35,11%,6
4549,6.4,0.46,0.22,High,0.047,51.0,183.0,0.99-1.00,Acidic,0.6,10%,5
4550,6.9,0.28,0.37,Moderate,0.037,16.0,76.0,0.99-1.00,Acidic,0.54,11%,5
4551,6.8,0.23,0.33,Low,0.047,20.0,101.0,0.99-1.00,Acidic,0.46,11%,6
4552,7.0,0.23,0.32,Low,0.048,25.0,113.0,0.99-1.00,Acidic,0.47,11%,6
4553,6.4,0.55,0.26,Moderate,0.027,20.0,104.0,0.99-1.00,Acidic,0.73,13%,6
4554,5.7,0.28,0.3,Low,0.026,36.0,105.0,<0.99,Acidic,0.58,12%,6
4555,6.0,0.23,0.34,Low,0.025,23.0,111.0,<0.99,Acidic,0.37,12%,6
4556,6.8,0.45,0.3,Moderate,0.094,23.0,97.0,,Acidic,0.44,9%,5
4557,6.1,0.2,0.4,Low,0.028,32.0,138.0,0.99-1.00,Acidic,0.72,11%,5
4558,6.1,0.37,0.46,Moderate,0.042,61.0,210.0,0.99-1.00,Acidic,0.59,9%,6
4559,5.9,0.21,0.23,Moderate,0.033,22.0,130.0,0.99-1.00,Acidic,0.59,10%,6
4560,6.9,0.22,0.32,Moderate,0.04,22.0,110.0,0.99-1.00,Acidic,0.54,10%,7
4561,5.4,0.27,0.22,Low,0.022,29.0,107.0,<0.99,Acidic,0.54,13%,6
4562,6.0,0.26,0.26,Low,0.035,10.0,72.0,<0.99,Acidic,0.48,12%,6
4563,5.6,0.18,0.3,Moderate,0.028,28.0,131.0,0.99-1.00,Acidic,0.42,10%,7
4564,5.6,0.26,0.27,Moderate,0.03,27.0,119.0,0.99-1.00,Acidic,0.34,10%,7
4565,7.0,0.23,0.35,Low,0.036,31.0,113.0,0.99-1.00,Acidic,0.48,10%,7
4566,5.8,0.28,0.66,Moderate,0.039,26.0,159.0,0.99-1.00,Acidic,0.55,10%,5
4567,8.6,0.36,0.26,Moderate,0.03,43.5,171.0,0.99-1.00,Acidic,0.49,12%,5
4568,5.8,0.28,0.66,Moderate,0.039,26.0,159.0,0.99-1.00,Acidic,0.55,10%,5
4569,6.4,0.3,0.27,Low,0.055,17.0,135.0,0.99-1.00,Acidic,0.44,12%,6
4570,6.2,0.2,0.32,Low,0.05,17.0,126.0,0.99-1.00,Acidic,0.54,9%,6
4571,5.8,0.29,0.15,Low,0.029,12.0,83.0,<0.99,Acidic,0.4,11%,6
4572,5.7,0.22,0.28,Low,0.027,26.0,101.0,<0.99,Acidic,0.38,12%,7
4573,5.6,0.22,0.32,Low,0.024,29.0,97.0,<0.99,Acidic,0.46,13%,7
4574,6.8,0.32,0.23,Low,0.026,31.0,99.0,<0.99,Acidic,0.4,12%,6
4575,6.2,0.2,0.26,Moderate,0.03,39.0,102.0,0.99-1.00,Acidic,0.56,12%,7
4576,6.1,0.35,0.24,Low,0.034,25.0,133.0,0.99-1.00,Acidic,0.59,12%,7
4577,5.9,0.3,0.29,Low,0.036,23.0,56.0,0.99-1.00,Acidic,0.38,11%,5
4578,6.3,0.15,0.34,Moderate,0.05,25.0,96.0,0.99-1.00,Acidic,0.49,10%,6
4579,4.8,0.13,0.32,Low,0.042,40.0,98.0,<0.99,Acidic,0.64,11%,7
4580,6.0,0.2,0.26,High,0.045,53.0,125.0,0.99-1.00,Highly Acidic,0.69,9%,6
4581,5.7,0.2,0.24,High,0.047,44.0,112.0,0.99-1.00,Highly Acidic,0.66,8%,6
4582,6.0,0.27,0.26,Low,0.038,32.0,138.0,0.99-1.00,Acidic,0.43,11%,6
4583,6.3,0.37,0.51,Low,0.048,35.0,146.0,0.99-1.00,Acidic,1.01,10%,6
4584,6.4,0.23,0.37,Moderate,0.05,60.0,150.0,0.99-1.00,Highly Acidic,0.48,9%,6
4585,5.9,0.34,0.25,Low,0.042,12.0,110.0,0.99-1.00,Acidic,0.54,11%,6
4586,5.0,0.33,0.23,Moderate,0.03,23.0,158.0,0.99-1.00,Acidic,0.64,11%,6
4587,5.4,0.29,0.38,Low,0.029,31.0,132.0,<0.99,Acidic,0.36,12%,6
4588,8.0,0.33,0.35,Moderate,0.035,22.0,108.0,0.99-1.00,Acidic,0.36,11%,6
4589,6.4,0.3,0.33,Low,0.05,30.0,137.0,0.99-1.00,Acidic,0.58,11%,5
4590,5.4,0.29,0.38,Low,0.029,31.0,132.0,<0.99,Acidic,0.36,12%,6
4591,,0.33,0.3,Moderate,0.041,42.0,168.0,0.99-1.00,Acidic,0.49,11%,6
4592,7.0,0.33,0.78,Moderate,0.042,21.0,251.0,0.99-1.00,Acidic,0.55,11%,6
4593,,0.45,0.3,Low,0.036,27.0,165.0,0.99-1.00,Acidic,0.46,12%,6
4594,6.5,0.36,0.31,High,0.053,20.0,113.0,0.99-1.00,Acidic,0.56,11%,6
4595,5.8,0.42,0.3,Low,0.035,26.0,129.0,<0.99,Acidic,0.47,12%,6
4596,7.1,0.39,0.3,Moderate,0.037,29.0,27.0,0.99-1.00,Acidic,0.42,10%,6
4597,,0.53,0.29,Low,0.069,20.0,114.0,0.99-1.00,Acidic,0.59,13%,6
4598,6.7,0.66,0.0,High,0.033,32.0,75.0,0.99-1.00,Acidic,0.5,10%,6
4599,6.5,0.36,0.31,High,0.053,20.0,113.0,0.99-1.00,Acidic,0.56,11%,6
4600,6.5,0.16,0.33,Low,0.027,23.0,75.0,0.99-1.00,Acidic,0.39,11%,7
4601,8.3,0.22,0.34,Low,0.043,20.0,116.0,0.99-1.00,Acidic,0.47,10%,6
4602,6.9,0.23,0.35,Low,0.03,45.0,116.0,0.99-1.00,Highly Acidic,0.54,11%,6
4603,6.4,0.17,0.34,High,0.044,45.0,139.0,0.99-1.00,Acidic,0.43,9%,6
4604,5.0,0.34,0.18,Low,0.032,40.0,124.0,0.99-1.00,Acidic,0.4,11%,6
4605,6.8,0.38,0.29,Moderate,0.037,40.0,146.0,0.99-1.00,Acidic,0.37,11%,6
4606,6.5,0.29,0.31,Low,0.036,38.0,93.0,0.99-1.00,Acidic,0.59,12%,6
4607,6.9,0.29,0.32,Low,0.04,16.0,112.0,0.99-1.00,Acidic,0.58,11%,5
4608,6.6,0.28,0.3,Moderate,0.033,31.0,177.0,0.99-1.00,Acidic,0.39,11%,6
4609,6.2,0.36,0.27,Low,0.032,13.0,73.0,<0.99,Highly Acidic,0.69,12%,7
4610,6.0,,0.04,Low,0.032,8.0,50.0,0.99-1.00,Acidic,0.4,11%,4
4611,5.9,0.44,0.36,Low,0.03,12.0,73.0,0.99-1.00,Acidic,0.48,10%,6
4612,5.9,0.42,0.37,Low,0.034,19.0,77.0,0.99-1.00,Acidic,0.48,10%,5
4613,5.8,0.34,0.21,Moderate,0.041,48.0,146.0,0.99-1.00,Acidic,0.49,9%,5
4614,5.8,0.27,0.2,Moderate,0.04,42.0,145.0,0.99-1.00,Acidic,0.48,9%,5
4615,7.1,0.33,0.18,Low,0.094,27.0,166.0,0.99-1.00,Highly Acidic,0.49,9%,5
4616,6.1,0.44,0.28,Low,0.032,43.0,132.0,0.99-1.00,Acidic,0.47,11%,7
4617,7.3,0.28,0.37,Low,0.039,26.0,99.0,0.99-1.00,Acidic,0.62,10%,5
4618,5.2,0.5,0.18,Low,0.036,23.0,129.0,<0.99,Acidic,0.77,13%,7
4619,6.1,0.44,0.28,Low,0.032,43.0,132.0,0.99-1.00,Acidic,0.47,11%,7
4620,6.4,0.62,0.12,Low,0.06,33.0,196.0,0.99-1.00,Acidic,0.48,8%,5
4621,6.4,0.38,0.19,Low,0.038,36.0,119.0,0.99-1.00,Acidic,0.42,11%,6
4622,7.5,0.305,0.38,Low,0.047,30.0,95.0,0.99-1.00,Acidic,0.52,11%,7
4623,6.5,0.5,0.22,Low,0.036,35.0,131.0,0.99-1.00,Acidic,0.55,13%,7
4624,6.6,0.4,0.3,Low,0.038,20.0,125.0,0.99-1.00,Acidic,0.73,12%,6
4625,6.4,0.4,0.25,Low,0.032,15.0,91.0,<0.99,Acidic,0.52,13%,6
4626,,0.49,0.23,Low,0.034,6.0,158.0,0.99-1.00,Neutral,0.48,11%,5
4627,6.3,0.3,0.91,Moderate,0.034,50.0,199.0,0.99-1.00,Acidic,0.49,11%,6
4628,6.1,0.19,0.37,Low,0.041,24.0,99.0,0.99-1.00,Acidic,0.5,10%,6
4629,6.1,0.19,0.37,Low,0.041,24.0,99.0,,Acidic,0.5,10%,6
4630,5.6,0.24,0.34,Low,0.041,14.0,73.0,<0.99,Acidic,0.45,11%,7
4631,5.7,0.25,0.32,Moderate,0.041,43.0,127.0,0.99-1.00,Acidic,0.53,10%,7
4632,6.6,0.21,0.39,Low,0.041,31.0,102.0,0.99-1.00,Acidic,0.58,10%,7
4633,6.3,0.3,0.91,Moderate,0.034,50.0,199.0,0.99-1.00,Acidic,0.49,11%,6
4634,6.2,0.28,0.41,Low,0.043,50.0,188.0,0.99-1.00,Acidic,0.64,10%,6
4635,5.8,0.29,0.38,Moderate,0.038,49.0,136.0,0.99-1.00,Acidic,0.59,11%,6
4636,5.8,0.345,0.15,Moderate,0.033,26.0,120.0,0.99-1.00,Acidic,0.49,10%,6
4637,6.5,0.51,0.25,Low,0.048,39.0,177.0,0.99-1.00,Acidic,0.57,10%,5
4638,6.0,0.24,0.42,Low,0.036,42.0,118.0,0.99-1.00,Acidic,0.64,11%,6
4639,6.5,0.51,0.25,Low,0.048,39.0,177.0,0.99-1.00,Acidic,0.57,10%,5
4640,6.9,0.54,0.26,Moderate,0.049,59.0,195.0,0.99-1.00,Acidic,0.54,10%,6
4641,6.0,0.24,0.41,Low,0.036,42.0,118.0,0.99-1.00,Acidic,0.64,11%,6
4642,6.6,0.26,0.36,Low,0.035,43.0,126.0,0.99-1.00,Acidic,0.63,11%,6
4643,5.7,0.24,0.3,Low,0.03,25.0,98.0,<0.99,Acidic,0.44,12%,7
4644,6.5,0.21,0.35,Low,0.043,47.0,197.0,0.99-1.00,Acidic,0.5,10%,6
4645,6.8,0.29,0.22,Low,0.035,40.0,122.0,0.99-1.00,Acidic,0.46,12%,6
4646,5.0,0.24,0.34,Low,0.034,49.0,158.0,<0.99,Acidic,0.32,13%,7
4647,5.9,0.18,0.28,Low,0.037,24.0,88.0,0.99-1.00,Acidic,0.55,10%,7
4648,5.8,0.26,0.29,Low,0.042,35.0,101.0,0.99-1.00,Acidic,0.48,11%,7
4649,6.7,0.61,0.21,Low,0.117,40.0,240.0,0.99-1.00,Acidic,0.57,9%,5
4650,5.7,0.695,0.06,Low,0.042,9.0,84.0,0.99-1.00,Acidic,0.44,10%,5
4651,5.6,0.695,0.06,Low,0.042,9.0,84.0,0.99-1.00,Acidic,0.44,10%,5
4652,5.7,0.39,0.25,Low,0.033,49.0,113.0,<0.99,Acidic,0.58,13%,7
4653,6.1,0.38,0.47,Low,0.051,59.0,210.0,0.99-1.00,Acidic,0.5,9%,5
4654,,0.36,0.28,Low,0.035,18.0,73.0,<0.99,Neutral,0.47,12%,7
4655,6.0,0.29,0.41,Moderate,0.048,55.0,149.0,0.99-1.00,Acidic,0.59,10%,7
4656,6.0,0.29,0.41,Moderate,0.048,55.0,149.0,0.99-1.00,Acidic,0.6,10%,7
4657,6.0,0.29,0.41,Moderate,0.048,55.0,149.0,0.99-1.00,Acidic,0.59,10%,7
4658,6.0,0.29,0.39,Moderate,0.048,55.0,149.0,0.99-1.00,Acidic,0.59,11%,7
4659,7.1,0.45,0.25,Low,0.036,43.0,132.0,<0.99,Acidic,0.47,13%,6
4660,6.6,0.25,0.25,Low,0.04,28.0,85.0,<0.99,Highly Acidic,0.48,11%,6
4661,6.6,0.35,0.41,Low,0.027,14.0,79.0,0.99-1.00,Acidic,0.63,12%,6
4662,8.0,0.23,0.41,Low,0.048,35.0,150.0,0.99-1.00,Acidic,0.47,11%,5
4663,7.3,0.17,0.36,Moderate,0.028,44.0,111.0,0.99-1.00,Acidic,0.42,12%,6
4664,6.0,0.17,0.33,Low,0.036,30.0,111.0,0.99-1.00,Acidic,0.58,10%,7
4665,6.1,0.16,0.34,Low,0.034,31.0,114.0,0.99-1.00,Acidic,0.58,10%,7
4666,7.3,0.17,0.36,Moderate,0.028,44.0,111.0,0.99-1.00,Acidic,0.41,12%,6
4667,6.4,0.31,0.53,Moderate,0.057,36.0,221.0,0.99-1.00,Acidic,0.44,9%,5
4668,6.1,0.16,0.34,Low,0.034,31.0,114.0,0.99-1.00,Acidic,0.58,10%,7
4669,6.0,0.17,0.33,Low,0.036,30.0,111.0,0.99-1.00,Acidic,0.58,10%,7
4670,5.9,0.44,0.32,Low,0.049,12.0,117.0,0.99-1.00,Acidic,0.44,11%,5
4671,6.6,0.285,0.49,Moderate,0.035,57.0,137.0,0.99-1.00,Acidic,0.54,8%,6
4672,4.9,0.335,0.14,Low,0.036,69.0,168.0,0.99-1.00,Acidic,0.46,10%,5
4673,4.9,0.335,0.14,Low,0.036,69.0,168.0,,Acidic,0.46,10%,5
4674,6.0,0.28,0.52,Low,0.028,37.0,104.0,0.99-1.00,Acidic,0.51,11%,7
4675,5.8,0.35,0.29,Low,0.034,41.0,151.0,0.99-1.00,Acidic,0.58,11%,7
4676,5.7,0.21,0.37,Low,0.04,58.0,56.0,0.99-1.00,Acidic,0.62,10%,6
4677,6.5,0.25,0.32,Moderate,0.045,41.0,128.0,0.99-1.00,Acidic,0.52,9%,6
4678,6.0,0.28,0.52,Low,0.028,37.0,104.0,0.99-1.00,Acidic,0.51,11%,7
4679,6.6,0.285,0.49,Moderate,0.035,57.0,137.0,0.99-1.00,Acidic,0.54,8%,6
4680,4.7,0.335,0.14,Low,0.036,69.0,168.0,0.99-1.00,Acidic,0.46,10%,5
4681,6.8,0.63,0.04,Low,0.058,25.0,133.0,0.99-1.00,Acidic,0.39,10%,4
4682,5.6,0.27,0.37,Low,0.025,11.0,49.0,<0.99,Acidic,0.33,13%,6
4683,6.8,0.32,0.33,Low,0.027,15.0,66.0,,Acidic,0.31,11%,6
4684,6.5,0.33,0.32,Low,0.041,39.0,120.0,0.99-1.00,Neutral,0.37,12%,6
4685,6.0,0.24,0.34,Low,0.036,52.0,184.0,0.99-1.00,Acidic,0.42,11%,6
4686,7.2,0.26,0.32,Moderate,0.062,23.0,114.0,0.99-1.00,Acidic,0.49,10%,5
4687,6.8,0.65,0.04,Low,0.058,25.0,133.0,,Acidic,0.39,10%,4
4688,6.7,0.16,0.32,Moderate,0.035,18.0,156.0,0.99-1.00,Highly Acidic,0.36,9%,6
4689,6.7,0.16,0.32,Moderate,0.035,18.0,156.0,0.99-1.00,Highly Acidic,0.36,9%,6
4690,6.7,0.16,0.32,Moderate,0.035,18.0,156.0,0.99-1.00,Highly Acidic,0.36,9%,6
4691,6.7,0.16,0.32,Moderate,0.035,18.0,156.0,0.99-1.00,Highly Acidic,0.36,9%,6
4692,6.9,0.19,0.31,High,0.043,38.0,167.0,0.99-1.00,Highly Acidic,0.52,9%,7
4693,6.0,0.36,0.32,Low,0.053,26.0,173.0,0.99-1.00,Acidic,0.54,8%,5
4694,6.7,0.16,0.32,Moderate,0.035,18.0,156.0,0.99-1.00,Highly Acidic,0.36,9%,6
4695,6.9,0.19,0.31,High,0.043,38.0,167.0,0.99-1.00,Highly Acidic,0.52,9%,7
4696,6.7,0.35,0.32,Moderate,0.032,29.0,113.0,0.99-1.00,Acidic,0.65,12%,7
4697,6.1,0.15,0.4,Low,0.03,19.0,84.0,<0.99,Acidic,0.96,13%,6
4698,6.7,0.35,0.32,Moderate,0.032,29.0,113.0,0.99-1.00,Acidic,0.65,12%,7
4699,7.0,0.27,0.74,Low,0.173,34.0,121.0,0.99-1.00,Acidic,0.46,9%,6
4700,6.8,0.3,0.33,Moderate,0.041,60.0,58.0,0.99-1.00,Acidic,0.54,9%,5
4701,6.8,0.3,0.33,Moderate,0.041,60.0,168.0,0.99-1.00,Acidic,0.56,9%,5
4702,6.4,0.69,0.09,Moderate,0.044,34.0,144.0,0.99-1.00,Acidic,0.38,10%,6
4703,6.4,0.69,0.09,Moderate,0.044,34.0,144.0,0.99-1.00,Acidic,0.38,10%,6
4704,5.9,0.12,0.28,Low,0.037,36.0,83.0,0.99-1.00,Acidic,0.42,10%,7
4705,6.3,0.36,0.5,Moderate,0.053,51.0,202.0,0.99-1.00,Acidic,0.51,9%,6
4706,,0.27,0.17,Moderate,0.053,32.0,111.0,0.99-1.00,Acidic,0.36,10%,6
4707,6.1,0.22,0.4,Low,0.031,25.0,111.0,<0.99,Acidic,0.3,11%,7
4708,5.6,0.205,0.16,Moderate,0.051,31.0,115.0,,Acidic,0.38,10%,6
4709,7.2,0.33,0.28,Low,0.034,26.0,109.0,0.99-1.00,Acidic,0.57,10%,6
4710,5.9,0.21,0.31,Low,0.033,45.0,142.0,<0.99,Acidic,0.5,12%,6
4711,5.4,0.33,0.31,Low,0.03,27.0,108.0,0.99-1.00,Acidic,0.43,12%,7
4712,5.4,0.205,0.16,Moderate,0.051,31.0,115.0,,Acidic,0.38,10%,6
4713,5.7,0.27,0.16,Moderate,0.053,32.0,111.0,0.99-1.00,Acidic,0.37,10%,6
4714,6.4,0.28,0.28,Low,0.04,19.0,98.0,0.99-1.00,Acidic,0.47,11%,6
4715,6.1,0.22,0.4,Low,0.031,25.0,111.0,<0.99,Acidic,0.3,11%,7
4716,6.7,0.15,0.32,Moderate,0.034,17.0,81.0,0.99-1.00,Acidic,0.31,10%,6
4717,5.5,0.315,0.38,Low,0.033,10.0,69.0,0.99-1.00,Acidic,0.59,10%,6
4718,4.8,0.225,0.38,Low,0.074,47.0,130.0,,Acidic,0.4,10%,6
4719,5.2,0.24,0.15,Moderate,0.043,32.0,134.0,0.99-1.00,Acidic,0.48,9%,6
4720,6.7,0.15,0.32,Moderate,0.034,17.0,81.0,0.99-1.00,Acidic,0.31,10%,6
4721,6.6,0.27,0.32,Low,0.044,18.0,93.0,0.99-1.00,Acidic,0.56,12%,5
4722,6.1,0.32,0.33,Moderate,0.036,27.0,98.0,0.99-1.00,Acidic,0.52,10%,6
4723,6.0,0.25,0.28,Moderate,0.053,37.0,132.0,0.99-1.00,Acidic,0.5,9%,6
4724,6.4,0.42,0.46,Moderate,0.05,58.0,180.0,0.99-1.00,Acidic,0.46,9%,6
4725,6.1,0.32,0.33,Moderate,0.036,27.0,98.0,0.99-1.00,Acidic,0.52,10%,6
4726,6.9,0.31,0.33,Moderate,0.038,33.0,116.0,0.99-1.00,Acidic,0.65,10%,6
4727,6.3,0.48,0.48,Low,0.035,35.0,96.0,0.99-1.00,Acidic,0.74,12%,6
4728,6.0,0.25,0.29,Moderate,0.053,37.0,132.0,0.99-1.00,Acidic,0.5,9%,6
4729,7.2,0.21,0.31,Moderate,0.035,36.0,122.0,0.99-1.00,Acidic,0.4,10%,6
4730,6.8,0.32,0.43,Low,0.05,4.0,65.0,0.99-1.00,Acidic,0.47,10%,5
4731,7.9,0.3,0.6,Low,0.048,13.0,106.0,0.99-1.00,Acidic,0.49,11%,5
4732,5.3,0.31,0.38,Moderate,0.031,53.0,140.0,0.99-1.00,Acidic,0.46,11%,6
4733,5.3,0.31,0.38,Moderate,0.031,53.0,140.0,0.99-1.00,Acidic,0.46,11%,6
4734,5.2,0.185,0.22,Low,0.03,47.0,123.0,0.99-1.00,Acidic,0.44,10%,6
4735,5.5,0.16,0.31,Low,0.026,31.0,68.0,<0.99,Acidic,0.44,11%,6
4736,6.0,0.17,0.35,Low,0.042,14.0,61.0,0.99-1.00,Acidic,0.54,10%,6
4737,6.0,0.16,0.36,Low,0.042,13.0,61.0,0.99-1.00,Acidic,0.54,10%,6
4738,6.1,0.24,0.32,Moderate,0.031,41.0,134.0,0.99-1.00,Acidic,0.27,12%,7
4739,5.5,0.3,0.25,Low,0.029,33.0,118.0,<0.99,Acidic,0.66,12%,6
